nome,cpf,data_nascimento,idade,endereco,estado,pais
Ryan Vieira,41955524489,26/07/2036,102.0,"Sítio de Nogueira, 96 Vila Coqueiral 22323-798 da Luz / AL",MT,Brasil
Cauã Cavalcanti,44153582535,28/07/2047,105.0,"Vila Danilo Moura, 853 Sagrada Família 65993603 Teixeira / AP",PA,Brasil
Mariana Peixoto,67219658793,17/07/1905,112.0,"Via de Lima, 678 Dom Silverio 89498288 Duarte / ES",MT,Brasil
Srta. Stella da Conceição,13067420484,05/12/2037,100.0,"Vereda de Ribeiro, 63 Monsenhor Messias 20996264 Mendes / RJ",SP,Brasil
Luigi Almeida,36100383482,22/08/2046,9.0,Loteamento Oliveira Graça 43418-416 Correia / SE,BA,Brasil
Rebeca Teixeira,78905426863,21/09/2037,7.0,"Trecho de Ferreira, 755 Jardim Guanabara 70065-500 Lima de Almeida / MG",RN,Brasil
Maria Eduarda Martins,84622452694,06/02/1907,113.0,"Lago Benício Farias, 9 Vila São João Batista 70828-963 Rezende das Flores / AP",AM,Brasil
Theo Peixoto,29433559148,10/12/1915,110.0,"Travessa Heitor da Conceição, 423 Saudade 00403609 Duarte do Galho / MG",AM,Brasil
Enrico Lopes,19280189013,13/05/2045,3.0,"Feira Eloah Farias, 7 Vila Da Luz 38285-777 da Mota de Silva / GO",RN,Brasil
Luiza Aragão,21747235724,17/07/2047,7.0,"Viela Novaes, 846 Vila São Dimas 96380240 Pires Paulista / TO",PA,Brasil
Maria Clara Silva,35329853598,06/11/1937,13.0,Campo Oliveira Vila Havaí 15202-715 Carvalho / MG,PI,Brasil
Marcos Vinicius Pereira,91481698007,23/05/2045,1.0,"Favela de Freitas, 6 Marajó 91513721 da Cunha / MG",RS,Brasil
Marcos Vinicius Rodrigues,61727054503,15/10/1940,117.0,"Fazenda de Souza, 99 Palmares 00566670 Porto / ES",PB,Brasil
Sr. Murilo Vieira,28261826751,13/04/1935,120.0,"Passarela de da Luz, 78 Conjunto Bonsucesso 80008245 da Cunha / SE",PA,Brasil
Paulo Porto,99083030415,08/09/2040,4.0,"Feira Rafael Barros, 2 Aeroporto 64635641 Castro de Minas / RR",RR,Brasil
Joaquim da Costa,13103229762,22/06/1932,14.0,"Alameda Camila Ramos, 5 Tiradentes 90579324 Nogueira do Sul / CE",DF,Brasil
Renan Moreira,57668787561,20/04/1939,0.0,"Morro da Luz, 97 Petropolis 73971084 Lima / SE",PR,Brasil
Olivia Novaes,55667314309,14/01/2033,119.0,"Estação Moraes, 383 Marmiteiros 92239945 Cardoso / AL",SP,Brasil
Breno da Mota,33309393052,25/05/2050,2.0,Colônia de Vieira Boa Vista 67140-419 da Cruz da Mata / GO,ES,Brasil
Ana Beatriz Lima,13958229208,24/06/2049,109.0,Sítio Thomas Jesus Vila Suzana Primeira Seção 67149645 da Rocha da Prata / ES,PI,Brasil
Lucca Pires,44164732373,26/04/2049,112.0,"Vale da Rocha, 942 São Lucas 16104479 da Rocha / TO",PE,Brasil
Larissa Santos,39368717967,02/12/1912,102.0,"Vereda de Freitas, 64 Cdi Jatoba 56514-409 Lopes de Dias / RO",MG,Brasil
Alícia Monteiro,99793271293,15/06/1948,6.0,"Vale Araújo, 80 Braúnas 85032835 Viana / SP",MA,Brasil
Pedro Henrique Silva,17407607056,14/06/1904,106.0,Avenida Vinicius Carvalho Tiradentes 01898991 Cavalcanti / ES,BA,Brasil
Srta. Marina Monteiro,52066928896,10/11/2043,8.0,"Quadra de Santos, 97 Castelo 93344-180 Silva / RR",AP,Brasil
Erick Fogaça,12955942066,28/07/2040,115.0,Avenida de Moura Marieta 1ª Seção 30531337 da Rocha de Fogaça / PE,SC,Brasil
Dra. Emanuelly Ramos,33752927559,23/02/1928,101.0,"Colônia de da Conceição, 5 Lourdes 52403-624 Farias / MT",PA,Brasil
Marina Vieira,40813860438,09/11/1933,100.0,"Fazenda de Dias, 811 Jardim Felicidade 39312-114 Barros / PI",AM,Brasil
Luigi Rocha,64719943691,04/11/2028,13.0,"Rua da Paz, 840 São João 33321263 Porto do Amparo / AM",PI,Brasil
Mirella Nascimento,17537259491,24/08/2035,107.0,"Lagoa Alice Gomes, 90 Santa Maria 44014-965 Fogaça de Pereira / AC",RS,Brasil
Dr. Bruno Farias,87504941936,24/05/2045,107.0,"Estrada de Sales, 4 Bonsucesso 18191-400 Nascimento do Campo / PB",SE,Brasil
Luiz Fernando Fernandes,94205996781,18/03/1921,111.0,"Parque de Costela, 62 João Alfredo 23846-451 Caldeira / ES",RS,Brasil
Gustavo Santos,47850869245,12/05/2038,10.0,"Loteamento Nicole da Conceição, 10 Pantanal 68802-243 Jesus dos Dourados / AP",MG,Brasil
Carlos Eduardo Ribeiro,44649825554,07/05/1904,2.0,"Rua de Dias, 1 Santa Rita De Cássia 10548120 Fernandes da Prata / PR",SC,Brasil
Gabrielly Moreira,49737943019,27/10/1914,2.0,"Aeroporto da Luz, 15 Alpes 42400785 Farias do Amparo / DF",RO,Brasil
Maria Vitória Melo,94756886973,18/06/2046,108.0,"Esplanada Yago Aragão, 99 Vila Calafate 48965017 Pinto dos Dourados / MG",DF,Brasil
Lavínia Carvalho,92631267988,20/02/2028,10.0,"Setor Cardoso, 15 Vila Independencia 1ª Seção 99043800 Cavalcanti de Carvalho / GO",RJ,Brasil
Manuela Costela,14871403039,19/05/1938,100.0,"Favela de Ribeiro, 24 Tirol 45213398 Correia / SC",PB,Brasil
Isaac Pinto,22055580161,05/09/2038,9.0,"Viela da Luz, 82 Santa Monica 91766197 da Cruz / SC",MS,Brasil
Sr. Augusto Santos,33174751500,24/12/1934,117.0,"Pátio Rafaela Novaes, 38 Lourdes 08304-269 Cardoso / SP",TO,Brasil
Sra. Isabel Santos,44464042379,13/02/1927,0.0,"Vereda Nicolas da Rosa, 92 Santa Terezinha 14368-800 Castro / RO",PI,Brasil
Kaique Farias,68525701609,26/12/2047,9.0,Condomínio Moura Conjunto Providencia 09277337 da Luz / AC,RJ,Brasil
Sra. Bárbara Ribeiro,18108905357,06/05/2028,119.0,Estrada Marcos Vinicius Aragão Marçola 83605-860 Caldeira / PB,RS,Brasil
Calebe Porto,27328501384,15/09/2025,6.0,Quadra Moura Olhos D'água 76808150 Mendes de Minas / PB,AL,Brasil
Heitor Correia,56042674652,12/01/2044,111.0,"Esplanada Maria Alice Duarte, 14 Jaqueline 01451644 Vieira / CE",DF,Brasil
Vitória da Rosa,72708653840,26/04/2042,119.0,"Recanto de da Cruz, 318 Camponesa 1ª Seção 62663532 Oliveira / AL",MT,Brasil
Dr. Luiz Miguel Moraes,14063724747,17/12/2045,118.0,"Lago Correia, 18 Coração Eucarístico 45111185 Cardoso do Galho / GO",SC,Brasil
Sophia Peixoto,51807656694,15/05/1936,103.0,"Passarela de Gonçalves, 463 Caetano Furquim 02126-823 Caldeira / MA",PB,Brasil
Sr. Yuri Santos,45495120400,25/05/2025,15.0,"Quadra Santos, 81 Vila Betânia 04085-608 Gonçalves da Serra / SE",TO,Brasil
Mariana Souza,72859241750,16/03/2048,14.0,"Estrada de Moura, 12 Mangueiras 83775094 das Neves da Praia / GO",PE,Brasil
Mirella Costa,66015002664,16/03/1905,10.0,"Viela Guilherme Silva, 3 Novo São Lucas 08318788 Castro da Praia / SP",PI,Brasil
Davi Lucca Santos,38322559210,08/12/2044,4.0,"Feira de Cardoso, 83 Santa Amelia 28565-486 Silveira de Azevedo / PB",PE,Brasil
Marina Rezende,56862083848,10/07/2037,117.0,"Núcleo Davi Lucca Cavalcanti, 51 Vila Inestan 70083-615 da Paz do Norte / SP",PE,Brasil
Natália Rocha,51125499561,23/08/1919,103.0,"Praça Renan Pires, 2 São Gabriel 98091-470 Pires Grande / CE",RO,Brasil
Davi Lucas Duarte,44315839752,27/08/2036,4.0,Área de da Cruz Bairro Das Indústrias Ii 41336-712 das Neves de Pinto / RN,AC,Brasil
Ana Luiza Rocha,95415611250,11/06/2035,11.0,"Aeroporto da Conceição, 73 Engenho Nogueira 90663-977 Pereira / RR",ES,Brasil
Cecília Martins,46995380626,17/09/2037,0.0,Chácara de Correia São Pedro 94112-025 das Neves de Costa / MA,CE,Brasil
Samuel Ribeiro,16509994308,07/07/1941,12.0,"Jardim Bruno da Rocha, 58 Conjunto Califórnia I 21789-391 Carvalho / MG",RS,Brasil
João Miguel Duarte,85577662604,15/10/2032,117.0,"Viaduto de Oliveira, 22 Acaiaca 85188-980 Campos Alegre / SE",AM,Brasil
Sra. Rebeca Barros,53576867957,09/12/2050,116.0,"Viela Barros, 1 Ernesto Nascimento 13769-721 Caldeira / PI",SP,Brasil
Maria Alice da Cunha,55452637915,08/10/1911,7.0,"Área Gabriela Barros, 23 Cônego Pinheiro 2ª Seção 38198780 da Costa / BA",AC,Brasil
Joaquim da Costa,13103229762,22/06/1932,14.0,"Alameda Camila Ramos, 5 Tiradentes 90579324 Nogueira do Sul / CE",DF,Brasil
Erick Novaes,30702990772,04/04/1948,100.0,"Avenida Yuri Pereira, 79 Conjunto Novo Dom Bosco 66228-375 Silva do Norte / PI",PB,Brasil
Dr. Paulo Moraes,31736325165,02/10/2025,118.0,"Campo de Sales, 81 Castanheira 98619-872 Novaes / AC",AP,Brasil
Lucca Pires,44164732373,26/04/2049,112.0,"Vale da Rocha, 942 São Lucas 16104479 da Rocha / TO",PE,Brasil
Pietro Lopes,61537989887,15/04/1914,10.0,"Estrada Guilherme Barros, 407 Miramar 55808482 Melo do Campo / RJ",DF,Brasil
Luiz Gustavo da Cunha,33322293277,27/11/2048,117.0,"Núcleo de Fogaça, 2 Vila Antena Montanhês 89933-371 Rocha / MS",BA,Brasil
Luiz Henrique Lopes,37736293461,07/06/1944,101.0,"Vereda Luna Ramos, 88 Boa União 2ª Seção 39857015 Cardoso / AM",RS,Brasil
